xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd,F9_12_PC_FINSTATSEPRT,F9_12_FINSTAT_COMPILE_SEP_X,27,Financial statement issued on separate basis,[AcctCompileOrReviewBasisGrp] Part XII Line 2a; [SeparateBasisFinclStmtInd] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02A,F990-PC,F990,PC,PART-12,Line 02a,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/AccountantCompileOrReview,F9_12_PC_ACCTCOMREV,F9_12_FINSTAT_COMPILE_X,23,Accountant provide compilation or review?,[AccountantCompileOrReview] Part XII Line 2a,F990-PC-PART-12-LINE-02A,F990-PC,F990,PC,PART-12,Line 02a,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,TRUE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/AccountantCompileOrReviewInd,F9_12_PC_ACCTCOMREV,F9_12_FINSTAT_COMPILE_X,23,Accountant provide compilation or review?,[AccountantCompileOrReviewInd] Part XII Line 2a,F990-PC-PART-12-LINE-02A,F990-PC,F990,PC,PART-12,Line 02a,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FSAuditedBasis/FinancialStatementBoth,F9_12_PC_FSABFSBOTH,F9_12_FINSTAT_AUDIT_BOTH_X,26,Financial statement issued on consolidated and separate basis,[FSAuditedBasis] Part XII Line 2b; [FinancialStatementBoth] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/FSAuditedBasisGrp/ConsolAndSepBasisFinclStmtInd,F9_12_PC_FSABFSBOTH,F9_12_FINSTAT_AUDIT_BOTH_X,26,Financial statement issued on consolidated and separate basis,[FSAuditedBasisGrp] Part XII Line 2b; [ConsolAndSepBasisFinclStmtInd] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FinancialStatementBoth,F9_12_PC_FINSTATBOTH,F9_12_FINSTAT_AUDIT_BOTH_X,26,Financial statement issued on consolidated and separate basis,[FinancialStatementBoth] Part XII Line 2d,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5,2011,T,T,,
/Return/ReturnData/IRS990/FSAuditedBasis/FinancialStatementConsolidated,F9_12_PC_FSABFSCONSOL,F9_12_FINSTAT_AUDIT_CONSOL_X,28,Financial statement issued on consolidated basis,[FSAuditedBasis] Part XII Line 2b; [FinancialStatementConsolidated] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/FSAuditedBasisGrp/ConsolidatedBasisFinclStmtInd,F9_12_PC_FSABFSCONSOL,F9_12_FINSTAT_AUDIT_CONSOL_X,28,Financial statement issued on consolidated basis,[FSAuditedBasisGrp] Part XII Line 2b; [ConsolidatedBasisFinclStmtInd] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FinancialStatementConsolidated,F9_12_PC_FINSTATCONSOL,F9_12_FINSTAT_AUDIT_CONSOL_X,28,Financial statement issued on consolidated basis,[FinancialStatementConsolidated] Part XII Line 2d,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5,2011,T,T,,
/Return/ReturnData/IRS990/FSAuditedBasis/FinancialStatementSeparate,F9_12_PC_FSABFSSEPARA,F9_12_FINSTAT_AUDIT_SEP_X,25,Financial statement issued on separate basis,[FSAuditedBasis] Part XII Line 2b; [FinancialStatementSeparate] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/FSAuditedBasisGrp/SeparateBasisFinclStmtInd,F9_12_PC_FSABFSSEPARA,F9_12_FINSTAT_AUDIT_SEP_X,25,Financial statement issued on separate basis,[FSAuditedBasisGrp] Part XII Line 2b; [SeparateBasisFinclStmtInd] Part XII Lines 2a and 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FinancialStatementSeparate,F9_12_PC_FINSTATSEPRT,F9_12_FINSTAT_AUDIT_SEP_X,25,Financial statement issued on separate basis,[FinancialStatementSeparate] Part XII Line 2d,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,CheckboxType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5,2011,T,T,,
/Return/ReturnData/IRS990/FSAudited,F9_12_PC_AUDIT,F9_12_FINSTAT_AUDIT_X,21,Financial sheets audited?,[FSAudited] Part XII Line 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,TRUE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/FSAuditedInd,F9_12_PC_AUDIT,F9_12_FINSTAT_AUDIT_X,21,Financial sheets audited?,[FSAuditedInd] Part XII Line 2b,F990-PC-PART-12-LINE-02B,F990-PC,F990,PC,PART-12,Line 02b,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/AuditCommittee,F9_12_PC_AUDITCOMIT,F9_12_FINSTAT_AUDIT_COMMIT_X,28,Does the organization have an audit committee?,[AuditCommittee] Part XII Line 2c,F990-PC-PART-12-LINE-02C,F990-PC,F990,PC,PART-12,Line 02c,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/AuditCommitteeInd,F9_12_PC_AUDITCOMIT,F9_12_FINSTAT_AUDIT_COMMIT_X,28,Does the organization have an audit committee?,[AuditCommitteeInd] Part XII Line 2c,F990-PC-PART-12-LINE-02C,F990-PC,F990,PC,PART-12,Line 02c,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FederalGrantAuditRequired,F9_12_PC_FEDREQ,F9_12_FINSTAT_FED_AUDIT_REQ_X,29,Federal grant audit required?,[FederalGrantAuditRequired] Part XII Line 3a,F990-PC-PART-12-LINE-03A,F990-PC,F990,PC,PART-12,Line 03a,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/FederalGrantAuditRequiredInd,F9_12_PC_FEDREQ,F9_12_FINSTAT_FED_AUDIT_REQ_X,29,Federal grant audit required?,[FederalGrantAuditRequiredInd] Part XII Line 3a,F990-PC-PART-12-LINE-03A,F990-PC,F990,PC,PART-12,Line 03a,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/FederalGrantAuditPerformed,F9_12_PC_FEDPERF,F9_12_FINSTAT_FED_AUDIT_PERF_X,30,Federal grant audit performed?,[FederalGrantAuditPerformed] Part XII Line 3b,F990-PC-PART-12-LINE-03B,F990-PC,F990,PC,PART-12,Line 03b,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,T,T,,
/Return/ReturnData/IRS990/FederalGrantAuditPerformedInd,F9_12_PC_FEDPERF,F9_12_FINSTAT_FED_AUDIT_PERF_X,30,Federal grant audit performed?,[FederalGrantAuditPerformedInd] Part XII Line 3b,F990-PC-PART-12-LINE-03B,F990-PC,F990,PC,PART-12,Line 03b,PC,BooleanType,checkbox,ONE,F9-P12-T00-FINANCIAL-REPORTING,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
