xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/Activity3/ActivityCode,F9_03_PC_ACTIACTICODE3,F9_03_PROG_CODE,15,Activity3 - Activity code,[Activity3] Part III Line 4c; [ActivityCode] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityCode,F9_03_PC_ACTIVICODEOD,F9_03_PROG_CODE,15,IRS990 - Activity code,[ActivityCode] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityOther/ActivityCode,F9_03_PC_ACTOTHACTCOD,F9_03_PROG_CODE,15,Activity Other - Activity code,[ActivityOther] Part III Line 4d; [ActivityCode] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityCd,F9_03_PC_ACTIVITYCTIV,F9_03_PROG_CODE,15,IRS990 - Activity code,[ActivityCd] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ActivityCd,F9_03_PC_PRSRACACACCT2,F9_03_PROG_CODE,15,Prog Srvc Accom Acty2 Grp - Activity code,[ProgSrvcAccomActy2Grp] Part III Line 4b; [ActivityCd] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ActivityCd,F9_03_PC_PRSRACACACCT3,F9_03_PROG_CODE,15,Prog Srvc Accom Acty3 Grp - Activity code,[ProgSrvcAccomActy3Grp] Part III Line 4c; [ActivityCd] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ActivityCd,F9_03_PC_PRSRACACOTAC,F9_03_PROG_CODE,15,Prog Srvc Accom Acty Other Grp - Activity code,[ProgSrvcAccomActyOtherGrp] Part III Line 4d; [ActivityCd] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PC,IntegerNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/DescriptionProgramServiceAccom,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[ProgramServiceAccomplishment] Part III Line (28-31); [DescriptionProgramServiceAccom] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity2/Description,F9_03_PZ_PGMSVCACTIVITY2,F9_03_PROG_DESC,15,Program Accomplishment Description,[Activity2] Part III Line 4b; [Description] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity3/Description,F9_03_PZ_PGMSVCACTIVITY3,F9_03_PROG_DESC,15,Program Accomplishment Description,[Activity3] Part III Line 4c; [Description] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityOther/Description,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[ActivityOther] Part III Line 4d; [Description] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Description,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[Description] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,TRUE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/DescriptionProgramSrvcAccomTxt,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[ProgramSrvcAccomplishmentGrp] Part III Line (28-31); [DescriptionProgramSrvcAccomTxt] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Desc,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[Desc] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,TRUE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/Desc,F9_03_PZ_PGMSVCACTIVITY2,F9_03_PROG_DESC,15,Program Accomplishment Description,[ProgSrvcAccomActy2Grp] Part III Line 4b; [Desc] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/Desc,F9_03_PZ_PGMSVCACTIVITY3,F9_03_PROG_DESC,15,Program Accomplishment Description,[ProgSrvcAccomActy3Grp] Part III Line 4c; [Desc] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/Desc,F9_03_PZ_PGMSVCACTIVITY,F9_03_PROG_DESC,15,Program Accomplishment Description,[ProgSrvcAccomActyOtherGrp] Part III Line 4d; [Desc] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,ExplanationType,text,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/ProgramServiceExpenses,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ProgramServiceAccomplishment] Part III Line (28-31); [ProgramServiceExpenses] Part III,F990-EZ-PART-03-LINE-28A-TO-LINE-31A,F990-EZ,F990,EZ,PART-03,Line 28a-31a,PZ,USAmountNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity2/Expense,F9_03_PC_PGMSVCEXPENSES2,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[Activity2] Part III Line 4b; [Expense] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity3/Expense,F9_03_PC_PGMSVCEXPENSES3,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[Activity3] Part III Line 4c; [Expense] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityOther/Expense,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ActivityOther] Part III Line 4d; [Expense] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Expense,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[Expense] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TotalOfOtherProgramServiceExp,F9_03_PC_TOOTPRSEEXXP,F9_03_PROG_EXP,14,Total of other program service expense,[TotalOfOtherProgramServiceExp] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/ProgramSrvcAccomplishmentGrp/ProgramServiceExpensesAmt,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ProgramSrvcAccomplishmentGrp] Part III Line (28-31); [ProgramServiceExpensesAmt] Part III,F990-EZ-PART-03-LINE-28A-TO-LINE-31A,F990-EZ,F990,EZ,PART-03,Line 28a-31a,PZ,USAmountNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ExpenseAmt,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ExpenseAmt] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy2Grp/ExpenseAmt,F9_03_PC_PGMSVCEXPENSES2,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ProgSrvcAccomActy2Grp] Part III Line 4b; [ExpenseAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ExpenseAmt,F9_03_PC_PGMSVCEXPENSES3,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ProgSrvcAccomActy3Grp] Part III Line 4c; [ExpenseAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ExpenseAmt,F9_03_PC_PGMSVCEXPENSES,F9_03_PROG_EXP,14,Program Accomplishment Expenses,[ProgSrvcAccomActyOtherGrp] Part III Line 4d; [ExpenseAmt] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TotalOtherProgSrvcExpenseAmt,F9_03_PC_TOOTPRSREXXP,F9_03_PROG_EXP,14,Total of other program service expense,[TotalOtherProgSrvcExpenseAmt] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/ProgramServiceAccomplishment/GrantsAndAllocations,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ProgramServiceAccomplishment] Part III Line (28-31); [GrantsAndAllocations] Part III,F990-EZ-PART-03-LINE-28-TO-LINE-31,F990-EZ,F990,EZ,PART-03,Line 28-31,PZ,USAmountNNType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity2/Grants,F9_03_PZ_PGMSVCGRANTS2,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[Activity2] Part III Line 4b; [Grants] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Activity3/Grants,F9_03_PZ_PGMSVCGRANTS3,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[Activity3] Part III Line 4c; [Grants] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/ActivityOther/Grants,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[ActivityOther] Part III Line 4d; [Grants] Part III,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Grants,F9_03_PZ_PGMSVCGRANTS,F9_03_PROG_GRANT,16,Program Accomplishment Grants,[Grants] Part III Line 4a,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TotalOfOtherProgramServiceGrnt,F9_03_PC_TOOTPRSEGRRN,F9_03_PROG_GRANT,16,Total of other program service grants,[TotalOfOtherProgramServiceGrnt] Part III Line 4d,F990-PC-PART-03-LINE-04-ABCD,F990-PC,F990,PC,PART-03,Line 4a-d,PZ,USAmountType,numeric,MANY,F9-P03-TABLE-01-PROGRAMS,,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
