xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,scope,part,line_number,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/BenefitsPaidToOrForMembers/Total,F9_09_PC_BENEFITSPAIDTE,F9_09_EXP_BENF_PAID_MEMB_TOT,28,Benefits Paid to or for Members - Total Expense,,F990-PC-PART-09-LINE-04-COL-A,F990-PC,PZ,PART-09,Line 04 Column (A),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,,,,,,
/Return/ReturnData/IRS990/BenefitsToMembers/Total,F9_09_PC_BENEFITSPAIDTE,F9_09_EXP_BENF_PAID_MEMB_TOT,28,Benefits Paid to or for Members - Total Expense,[BenefitsToMembers] Part IX Line 4; [Total] col (A),F990-PC-PART-09-LINE-04-COL-A,F990-PC,PZ,PART-09,Line 04 Column (A),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BenefitsToMembersGrp/TotalAmt,F9_09_PC_BENEFITSPAIDTE,F9_09_EXP_BENF_PAID_MEMB_TOT,28,Benefits Paid to or for Members - Total Expense,[BenefitsToMembersGrp] Part IX Line 4; [TotalAmt] col (A),F990-PC-PART-09-LINE-04-COL-A,F990-PC,PZ,PART-09,Line 04 Column (A),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/BenefitsToMembers/Total,F9_09_PC_BENTOMMEMTOT,F9_09_EXP_BENF_PAID_MEMB_TOT,28,Benefits To Members - Total,,F990-PC-PART-09-LINE-04-COL-A,F990-PC,PZ,PART-09,Line 04 Column (A),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/BenefitsPaidToOrForMembers/ProgramServices,F9_09_PC_BENEFITSPAIDPSE,F9_09_EXP_BENF_PAID_MEMB_PROG,29,Benefits Paid to or for Members - Program Service Expenses,,F990-PC-PART-09-LINE-04-COL-B,F990-PC,PC,PART-09,Line 04 Column (B),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,,,,,,
/Return/ReturnData/IRS990/BenefitsToMembers/ProgramServices,F9_09_PC_BENEFITSPAIDPSE,F9_09_EXP_BENF_PAID_MEMB_PROG,29,Benefits Paid to or for Members - Program Service Expenses,[BenefitsToMembers] Part IX Line 4; [ProgramServices] col (B),F990-PC-PART-09-LINE-04-COL-B,F990-PC,PC,PART-09,Line 04 Column (B),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BenefitsToMembersGrp/ProgramServicesAmt,F9_09_PC_BENEFITSPAIDPSE,F9_09_EXP_BENF_PAID_MEMB_PROG,29,Benefits Paid to or for Members - Program,[BenefitsToMembersGrp] Part IX Line 4; [ProgramServicesAmt] col (B),F990-PC-PART-09-LINE-04-COL-B,F990-PC,PC,PART-09,Line 04 Column (B),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/BenefitsToMembers/ProgramServices,F9_09_PC_BETOMEPRSEER,F9_09_EXP_BENF_PAID_MEMB_PROG,29,Program services,,F990-PC-PART-09-LINE-04-COL-B,F990-PC,PC,PART-09,Line 04 Column (B),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompCurrentOfcrDirectorsGrp/TotalAmt,F9_09_PC_COMPCUROFFICERTE,F9_09_EXP_COMP_DTK_TOT,22,"Compensation for Current Officers, Directors, Trustees and Key Employees - Total Expense",[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [TotalAmt] col (A),F990-PC-PART-09-LINE-05-COL-A,F990-PC,PC,PART-09,Line 05 Column (A),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompCurrentOfficersDirectors/Total,F9_09_PC_COMPCUROFFICERTE,F9_09_EXP_COMP_DTK_TOT,22,"Compensation for Current Officers, Directors, Trustees and Key Employees - Total Expense",[CompCurrentOfficersDirectors] Part IX Line 5; [Total] col (A),F990-PC-PART-09-LINE-05-COL-A,F990-PC,PC,PART-09,Line 05 Column (A),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompCurrentOfficersDirectors/Total,F9_09_PC_COCUOFDITOOT,F9_09_EXP_COMP_DTK_TOT,22,Comp Current Officers Directors - Total,,F990-PC-PART-09-LINE-05-COL-A,F990-PC,PC,PART-09,Line 05 Column (A),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompCurrentOfcrDirectorsGrp/ProgramServicesAmt,F9_09_PC_COMPCUROFFICERPSE,F9_09_EXP_COMP_DTK_PROG,23,"Compensation for Current Officers, Directors, Trustees and Key Employees - Program",[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [ProgramServicesAmt] col (B),F990-PC-PART-09-LINE-05-COL-B,F990-PC,PC,PART-09,Line 05 Column (B),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompCurrentOfficersDirectors/ProgramServices,F9_09_PC_COMPCUROFFICERPSE,F9_09_EXP_COMP_DTK_PROG,23,"Compensation for Current Officers, Directors, Trustees and Key Employees - Program Service Expenses",[CompCurrentOfficersDirectors] Part IX Line 5; [ProgramServices] col (B),F990-PC-PART-09-LINE-05-COL-B,F990-PC,PC,PART-09,Line 05 Column (B),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompCurrentOfficersDirectors/ProgramServices,F9_09_PC_COCUOFDIPRSE,F9_09_EXP_COMP_DTK_PROG,23,Program services,,F990-PC-PART-09-LINE-05-COL-B,F990-PC,PC,PART-09,Line 05 Column (B),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompCurrentOfcrDirectorsGrp/ManagementAndGeneralAmt,F9_09_PC_COMPCUROFFICERMAG,F9_09_EXP_COMP_DTK_MAG,22,"Compensation for Current Officers, Directors, Trustees and Key Employees - Admin",[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [ManagementAndGeneralAmt] col (C),F990-PC-PART-09-LINE-05-COL-C,F990-PC,PC,PART-09,Line 05 Column (C),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompCurrentOfficersDirectors/ManagementAndGeneral,F9_09_PC_COMPCUROFFICERMAG,F9_09_EXP_COMP_DTK_MAG,22,"Compensation for Current Officers, Directors, Trustees and Key Employees - Management and General",[CompCurrentOfficersDirectors] Part IX Line 5; [ManagementAndGeneral] col (C),F990-PC-PART-09-LINE-05-COL-C,F990-PC,PC,PART-09,Line 05 Column (C),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompCurrentOfficersDirectors/ManagementAndGeneral,F9_09_PC_CCODMAGENERA,F9_09_EXP_COMP_DTK_MAG,22,Management and general,,F990-PC-PART-09-LINE-05-COL-C,F990-PC,PC,PART-09,Line 05 Column (C),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompCurrentOfcrDirectorsGrp/FundraisingAmt,F9_09_PC_COMPCUROFFICERFR,F9_09_EXP_COMP_DTK_FUNDR,24,"Compensation for Current Officers, Directors, Trustees and Key Employees - Fundraising",[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [FundraisingAmt] col (D),F990-PC-PART-09-LINE-05-COL-D,F990-PC,PC,PART-09,Line 05 Column (D),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/CompCurrentOfficersDirectors/Fundraising,F9_09_PC_COMPCUROFFICERFR,F9_09_EXP_COMP_DTK_FUNDR,24,"Compensation for Current Officers, Directors, Trustees and Key Employees - Fundraising Expenses",[CompCurrentOfficersDirectors] Part IX Line 5; [Fundraising] col (D),F990-PC-PART-09-LINE-05-COL-D,F990-PC,PC,PART-09,Line 05 Column (D),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompCurrentOfficersDirectors/Fundraising,F9_09_PC_COCUOFDIFUUN,F9_09_EXP_COMP_DTK_FUNDR,24,Comp Current Officers Directors - Fundraising,,F990-PC-PART-09-LINE-05-COL-D,F990-PC,PC,PART-09,Line 05 Column (D),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompDisqualPersons/Total,F9_09_PC_COMPDISQUALTE,F9_09_EXP_COMP_DISQUAL_TOT,26,"Compensation not included above, or to disqualified persons - Total Expense",[CompDisqualPersons] Part IX Line 6; [Total] col (A),F990-PC-PART-09-LINE-06-COL-A,F990-PC,PC,PART-09,Line 06 Column (A),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/CompDisqualPersonsGrp/TotalAmt,F9_09_PC_COMPDISQUALTE,F9_09_EXP_COMP_DISQUAL_TOT,26,"Compensation not included above, or to disqualified persons - Total Expense",[CompDisqualPersonsGrp] Part IX Line 6; [TotalAmt] col (A),F990-PC-PART-09-LINE-06-COL-A,F990-PC,PC,PART-09,Line 06 Column (A),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompDisqualPersons/Total,F9_09_PC_COMDISPERTOT,F9_09_EXP_COMP_DISQUAL_TOT,26,Comp Disqual Persons - Total,,F990-PC-PART-09-LINE-06-COL-A,F990-PC,PC,PART-09,Line 06 Column (A),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompDisqualPersons/ProgramServices,F9_09_PC_COMPDISQUALPSE,F9_09_EXP_COMP_DISQUAL_PROG,27,"Compensation not included above, or to disqualified persons - Program Service Expenses",[CompDisqualPersons] Part IX Line 6; [ProgramServices] col (B),F990-PC-PART-09-LINE-06-COL-B,F990-PC,PC,PART-09,Line 06 Column (B),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/CompDisqualPersonsGrp/ProgramServicesAmt,F9_09_PC_COMPDISQUALPSE,F9_09_EXP_COMP_DISQUAL_PROG,27,"Compensation not included above, or to disqualified persons - Program",[CompDisqualPersonsGrp] Part IX Line 6; [ProgramServicesAmt] col (B),F990-PC-PART-09-LINE-06-COL-B,F990-PC,PC,PART-09,Line 06 Column (B),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompDisqualPersons/ProgramServices,F9_09_PC_CODIPEPRSEER,F9_09_EXP_COMP_DISQUAL_PROG,27,Program services,,F990-PC-PART-09-LINE-06-COL-B,F990-PC,PC,PART-09,Line 06 Column (B),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
/Return/ReturnData/IRS990/CompDisqualPersons/ManagementAndGeneral,F9_09_PC_COMPDISQUALMAG,F9_09_EXP_COMP_DISQUAL_MAG,26,"Compensation not included above, or to disqualified persons - Management and General",[CompDisqualPersons] Part IX Line 6; [ManagementAndGeneral] col (C),F990-PC-PART-09-LINE-06-COL-C,F990-PC,PC,PART-09,Line 06 Column (C),USAmountNNType,numeric,ONE,F9-P09-T00-EXPENSES,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/CompDisqualPersonsGrp/ManagementAndGeneralAmt,F9_09_PC_COMPDISQUALMAG,F9_09_EXP_COMP_DISQUAL_MAG,26,"Compensation not included above, or to disqualified persons - Admin",[CompDisqualPersonsGrp] Part IX Line 6; [ManagementAndGeneralAmt] col (C),F990-PC-PART-09-LINE-06-COL-C,F990-PC,PC,PART-09,Line 06 Column (C),USAmountType,numeric,ONE,F9-P09-T00-EXPENSES,,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartIX/CompDisqualPersons/ManagementAndGeneral,F9_09_PC_CODIPEMAANGE,F9_09_EXP_COMP_DISQUAL_MAG,26,Management and general,,F990-PC-PART-09-LINE-06-COL-C,F990-PC,PC,PART-09,Line 06 Column (C),,numeric,ONE,F9-P09-T00-EXPENSES,,,,,,,
