variable_name,description,scope,location_code,form,part,data_type,required,cardinality,rdb_table,xpath,version,production_rule,last_version_modified
F9_05_PC_TAXABLDISTRI,Taxable distributions?,PC,F990-PC-PART-05-LINE-9a,F990,PART-05,,,,,/Return/ReturnData/IRS990/Form990PartV/TaxableDistributions,2008v1.0;,,Oct-16-2017
F9_05_PC_TAXAPARTNOTI,Taxable party notification?,PC,F990-PC-PART-05-LINE-5b,F990,PART-05,,,,,/Return/ReturnData/IRS990/Form990PartV/TaxablePartyNotification,2008v1.0;,,Oct-16-2017
F9_05_PC_UNREBUSIINCO,Unrelated business income?,PC,F990-PC-PART-05-LINE-3a,F990,PART-05,,,,,/Return/ReturnData/IRS990/Form990PartV/UnrelatedBusinessIncome,2008v1.0;,,Oct-16-2017
F9_06_PC_ANNDISCOVPER,Annual disclosure by covered persons?,PC,F990-PC-PART-06-LINE-12b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/AnnualDisclosureCoveredPersons,2008v1.0;,,Oct-16-2017
F9_06_PC_CHATOOORGDOC,Changes to organizing docs?,PC,F990-PC-PART-06-LINE-4,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/ChangesToOrganizingDocs,2008v1.0;,,Oct-16-2017
F9_06_PC_COPRCEEOO,Compensation process CEO?,PC,F990-PC-PART-06-LINE-15a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/CompensationProcessCEO,2008v1.0;,,Oct-16-2017
F9_06_PC_COMPPROCOTHE,Compensation process other?,PC,F990-PC-PART-06-LINE-15b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/CompensationProcessOther,2008v1.0;,,Oct-16-2017
F9_06_PC_CONFINTEPOLI,Conflict of interest policy?,PC,F990-PC-PART-06-LINE-12a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/ConflictOfInterestPolicy,2008v1.0;,,Oct-16-2017
F9_06_PC_DECSUBTOAAPP,decisions subject to approval?,PC,F990-PC-PART-06-LINE-7b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/DecisionsSubjectToApproval,2008v1.0;,,Oct-16-2017
F9_06_PC_DELEMANADUTI,Delegation of management duties?,PC,F990-PC-PART-06-LINE-3,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/DelegationOfManagementDuties,2008v1.0;,,Oct-16-2017
F9_06_PC_DOCURETEPOLI,Document retention policy?,PC,F990-PC-PART-06-LINE-14,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/DocumentRetentionPolicy,2008v1.0;,,Oct-16-2017
F9_06_PC_ELECBOARMEMB,election of board members?,PC,F990-PC-PART-06-LINE-7a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/ElectionOfBoardMembers,2008v1.0;,,Oct-16-2017
F9_06_PC_FAMIBUSIRELA,Family or business relationship?,PC,F990-PC-PART-06-LINE-2,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/FamilyOrBusinessRelationship,2008v1.0;,,Oct-16-2017
F9_06_PC_FOPRTOGOBOOD,Form 990 provided to governing body?,PC,F990-PC-PART-06-LINE-10,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/Form990ProvidedToGoverningBody,2008v1.0;,,Oct-16-2017
F9_06_PC_INVINJJOIVEN,Investment in joint venture?,PC,F990-PC-PART-06-LINE-16a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/InvestmentInJointVenture,2008v1.0;,,Oct-16-2017
F9_06_PC_LOCALCCHAPTE,Local chapters?,PC,F990-PC-PART-06-LINE-9a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/LocalChapters,2008v1.0;,,Oct-16-2017
F9_06_PC_MATEDIVEMISU,Material diversion or misuse?,PC,F990-PC-PART-06-LINE-5,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/MaterialDiversionOrMisuse,2008v1.0;,,Oct-16-2017
F9_06_PC_MEMBERSTOCKH,Members or stockholders?,PC,F990-PC-PART-06-LINE-6,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/MembersOrStockholders,2008v1.0;,,Oct-16-2017
F9_06_PC_MINUTECOMMIT,Minutes of committees?,PC,F990-PC-PART-06-LINE-8b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/MinutesOfCommittees,2008v1.0;,,Oct-16-2017
F9_06_PC_MINUGOVEBODY,Minutes of governing body?,PC,F990-PC-PART-06-LINE-8a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/MinutesOfGoverningBody,2008v1.0;,,Oct-16-2017
F9_06_PC_NBVOGOBOMEEM,Number of voting governing body members,PC,F990-PC-PART-06-LINE-1a,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/NbrVotingGoverningBodyMembers,2008v1.0;,,Oct-16-2017
F9_06_PC_NUMBVOTIMEMB,Number of independent voting members,PC,F990-PC-PART-06-LINE-1b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/NumberIndependentVotingMembers,2008v1.0;,,Oct-16-2017
F9_06_PC_OFFIMAILADDR,Officer mailing address?,PC,F990-PC-PART-06-LINE-11,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/OfficerMailingAddress,2008v1.0;,,Oct-16-2017
F9_06_PC_OTHERWWEBSIT,Form990 Part VI - Other website,PC,F990-PC-PART-06-LINE-18,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/OtherWebsite,2008v1.0;,,Oct-16-2017
F9_06_PC_OWNWEBWEBSIT,Form990 Part VI - Own website,PC,F990-PC-PART-06-LINE-18,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/OwnWebsite,2008v1.0;,,Oct-16-2017
F9_06_PC_POLIREFECHAP,Policies reference chapters?,PC,F990-PC-PART-06-LINE-9b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/PoliciesReferenceChapters,2008v1.0;,,Oct-16-2017
F9_06_PC_REGUMONIENFO,Regular monitoring and enforcement?,PC,F990-PC-PART-06-LINE-12c,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/RegularMonitoringEnforcement,2008v1.0;,,Oct-16-2017
F9_06_PC_STWHCOREISFI,States where return filed,PC,F990-PC-PART-06-LINE-17,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/StatesWhereCopyOfReturnIsFiled,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFALINE1,Address Foreign - AddressLine1,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/AddressLine1,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFALINE2,Address Foreign - AddressLine2,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/AddressLine2,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFCITY,Address Foreign - City,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/City,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFCOUNT,Address Foreign - Country,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/Country,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFPCODE,Address Foreign - Postal code,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/PostalCode,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAFPOSTA,Province or state,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressForeign/ProvinceOrState,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAALINE11,Address US - AddressLine1,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/AddressLine1,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAALINE22,Address US - AddressLine2,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/AddressLine2,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOACITY,Address US - City,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/City,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOASTATE,Address US - State,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/State,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOAZIPCOD,Address US - ZIPCode,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/AddressUS/ZIPCode,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICONBBNLIN1,Name Business - BusinessNameLine1,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/NameBusiness/BusinessNameLine1,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICONBBNLIN2,Name Business - BusinessNameLine2,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/NameBusiness/BusinessNameLine2,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICONPERSON,The Books Are In Care Of - Name - Person,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/NamePerson,2008v1.0;,,Oct-16-2017
F9_06_PC_BAICOTNUMBER,Telephone number,PC,F990-PC-PART-06-LINE-20,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/TheBooksAreInCareOf/TelephoneNumber,2008v1.0;,,Oct-16-2017
F9_06_PC_UPONREREQUES,Form990 Part VI - Upon request,PC,F990-PC-PART-06-LINE-18,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/UponRequest,2008v1.0;,,Oct-16-2017
F9_06_PC_WHISTLPOLICY,Whistleblower policy?,PC,F990-PC-PART-06-LINE-13,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/WhistleblowerPolicy,2008v1.0;,,Oct-16-2017
F9_06_PC_WRITPOLIPROC,Written policy or procedure?,PC,F990-PC-PART-06-LINE-16b,F990,PART-06,,,,,/Return/ReturnData/IRS990/Form990PartVI/WrittenPolicyOrProcedure,2008v1.0;,,Oct-16-2017
F9_08_PC_ALLOOTHECONT,All other contributions; gifts; grants; and similar amounts not included in above,PC,F990-PC-PART-08-LINE-1f,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/AllOtherContributions,2008v1.0;,,Oct-16-2017
F9_08_PC_CNTRPRFUNEVE,Contributions reported from fundraising events on line 1c,PC,F990-PC-PART-08-LINE-8a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/CntrbtnsRprtdFundraisingEvents,2008v1.0;,,Oct-16-2017
F9_08_PC_COSTGOODSOLD,Less cost of goods sold,PC,F990-PC-PART-08-LINE-10b,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/CostOfGoodsSold,2008v1.0;,,Oct-16-2017
F9_08_PC_FEDERACAMPAI,Federated campaigns,PC,F990-PC-PART-08-LINE-1a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/FederatedCampaigns,2008v1.0;,,Oct-16-2017
F9_08_PC_FUNDDIREEXPE,Direct expenses,PC,F990-PC-PART-08-LINE-8b,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/FundraisingDirectExpenses,2008v1.0;,,Oct-16-2017
F9_08_PC_FUNDRAEVENTS,Fundraising events,PC,F990-PC-PART-08-LINE-1c,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/FundraisingEvents,2008v1.0;,,Oct-16-2017
F9_08_PC_GAINLOSSOTHE,Gain Or Loss - Other amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GainOrLoss/Other,2008v1.0;,,Oct-16-2017
F9_08_PC_GAINLOSSSECU,Securities amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GainOrLoss/Securities,2008v1.0;,,Oct-16-2017
F9_08_PC_GAMIDIREEXPE,Direct expenses,PC,F990-PC-PART-08-LINE-9b,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GamingDirectExpenses,2008v1.0;,,Oct-16-2017
F9_08_PC_GOVERNGRANTS,Government grants (contributions),PC,F990-PC-PART-08-LINE-1e,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GovernmentGrants,2008v1.0;,,Oct-16-2017
F9_08_PC_GRAMSAASOTTH,Gross Amount Sales Assets - Other amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossAmountSalesAssets/Other,2008v1.0;,,Oct-16-2017
F9_08_PC_GRAMSAASSEEC,Securities amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossAmountSalesAssets/Securities,2008v1.0;,,Oct-16-2017
F9_08_PC_GROINCFUNEVE,Gross income from fundraising events,PC,F990-PC-PART-08-LINE-8a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossIncomeFundraisingEvents,2008v1.0;,,Oct-16-2017
F9_08_PC_GROSINCOGAMI,Gross income from gaming,PC,F990-PC-PART-08-LINE-9a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossIncomeGaming,2008v1.0;,,Oct-16-2017
F9_08_PC_GROSRENTPERS,Gross Rents - Amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossRents/Personal,2008v1.0;,,Oct-16-2017
F9_08_PC_GROSRENTREAL,Gross Rents - Real amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossRents/Real,2008v1.0;,,Oct-16-2017
F9_08_PC_GROSSALEINVE,Gross sales of inventory; less returns and allowances,PC,F990-PC-PART-08-LINE-10a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/GrossSalesOfInventory,2008v1.0;,,Oct-16-2017
F9_08_PC_IFIBPEAMOUNT,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/IncomeFromInvestBondProceeds/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_IFIBPROEFINC,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/IncomeFromInvestBondProceeds/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_IFIBPTRCOLUM,Income From Invest Bond Proceeds - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/IncomeFromInvestBondProceeds/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_IFIBPUBREVEN,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/IncomeFromInvestBondProceeds/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_INVINCEXCAMO,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/InvestmentIncome/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_IIROEFINCOME,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/InvestmentIncome/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_ININTORECOOL,Investment Income - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/InvestmentIncome/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_ININUNBUREEV,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/InvestmentIncome/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_LCOBSEOTHER,Less Cost Oth Basis Sales Expenses - Other amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/LessCostOthBasisSalesExpenses/Other,2008v1.0;,,Oct-16-2017
F9_08_PC_LCOBSESECURI,Securities amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/LessCostOthBasisSalesExpenses/Securities,2008v1.0;,,Oct-16-2017
F9_08_PC_LESRENEXPPER,Less Rental Expenses - Amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/LessRentalExpenses/Personal,2008v1.0;,,Oct-16-2017
F9_08_PC_LESRENEXPREA,Less Rental Expenses - Real amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/LessRentalExpenses/Real,2008v1.0;,,Oct-16-2017
F9_08_PC_MEMBERDUESUE,Outside fundraising or commercial co-ventures,PC,F990-PC-PART-08-LINE-1b,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/MembershipDues,2008v1.0;,,Oct-16-2017
F9_08_PC_MISREVEXCAMO,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_MRROEFINCOME,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_MIRETORECOOL,Miscellaneous Revenue - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_MIREUNBUREEV,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NEGALOINEXAM,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetGainOrLossInvestments/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_NGLIREFINCOM,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetGainOrLossInvestments/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_NGLITRCOLUMN,Net Gain Or Loss Investments - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetGainOrLossInvestments/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_NGLIUBREVENU,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetGainOrLossInvestments/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFFEEAMOUNT,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromFundraisingEvents/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFFEROEFINC,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromFundraisingEvents/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFFETRCOLUM,Net Income From Fundraising Events - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromFundraisingEvents/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFFEUBREVEN,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromFundraisingEvents/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NEINFRGAEXAM,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromGaming/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFGROEFINCO,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromGaming/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFGTRCOLUMN,Net Income From Gaming - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromGaming/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_NIFGUBREVENU,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeFromGaming/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NEINLOEXAMMO,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeOrLoss/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_NILREFINCOME,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeOrLoss/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_NEINLOTORECO,Net Income Or Loss - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeOrLoss/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_NEINLOUNBURE,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetIncomeOrLoss/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NEREINLOEXAM,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetRentalIncomeOrLoss/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_NRILREFINCOM,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetRentalIncomeOrLoss/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_NRILTRCOLUMN,Net Rental Income Or Loss - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetRentalIncomeOrLoss/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_NRILUBREVENU,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NetRentalIncomeOrLoss/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_NONCASCONTRI,Noncash contributions; attach Schedule M,PC,F990-PC-PART-08-LINE-1g,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/NoncashContributions,2008v1.0;,,Oct-16-2017
F9_08_PC_OTREMIBUCOOD,Other Revenue Misc - Business code,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/BusinessCode,2008v1.0;,,Oct-16-2017
F9_08_PC_OTHREVMISDES,Other Revenue Misc - Description,PC,F990-PC-PART-08-LINE-11a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/Description,2008v1.0;,,Oct-16-2017
F9_08_PC_OTREMIEXAMMO,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_ORMROEFINCOM,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_OTREMITORECO,Other Revenue Misc - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_OTREMIUNBURE,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_PRSEREBUCOOD,Program Service Revenue - Business code,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/BusinessCode,2008v1.0;,,Oct-16-2017
F9_08_PC_PROSERREVDES,Program Service Revenue - Description,PC,F990-PC-PART-08-LINE-2a,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/Description,2008v1.0;,,Oct-16-2017
F9_08_PC_PRSEREEXAMMO,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/ExclusionAmount,2008v1.0;,,Oct-16-2017
F9_08_PC_PSRROEFINCOM,Related or exempt function revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/RelatedOrExemptFunctionIncome,2008v1.0;,,Oct-16-2017
F9_08_PC_PRSERETORECO,Program Service Revenue - Total revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/TotalRevenueColumn,2008v1.0;,,Oct-16-2017
F9_08_PC_PRSEREUNBURE,Unrelated business revenue,PC,F990-PC-PART-08,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/ProgramServiceRevenue/UnrelatedBusinessRevenue,2008v1.0;,,Oct-16-2017
F9_08_PC_RELATEORGANI,Related organizations,PC,F990-PC-PART-08-LINE-1d,F990,PART-08,,,,,/Return/ReturnData/IRS990/Form990PartVIII/RelatedOrganizations,2008v1.0;,,Oct-16-2017
