xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,form,version,part,line_number,scope,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/City,F9_06_PZ_RECPERSADDFCITY,F9_06_DISCLOSURE_BOOKS_ADDR_CITY,32,"Person who possesses the organization's books and records: foreign address, city",[AddressForeign] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,TextType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/City,F9_06_PZ_RECPERSADDCITY,F9_06_DISCLOSURE_BOOKS_ADDR_CITY,32,"Person who possesses the organization's books and records: US  address, city",[AddressUS] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,CityType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine1,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine1Txt,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/AddressLine1,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine1,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[AddressUS] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[USAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1Txt,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[USAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/AddressLine1,F9_06_PZ_RECPERSADDFL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,"Person who possesses the organization's books and records: foreign address, address line 1",[AddressForeign] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/AddressLine1,F9_06_PZ_RECPERSADDL1,F9_06_DISCLOSURE_BOOKS_ADDR_L01,31,Person who possesses the organization's books and records: US address line 1,[AddressUS] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2Txt,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine2,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/AddressLine2Txt,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/AddressLine2,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/AddressLine2,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[AddressUS] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine2,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine2Txt,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine2,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[USAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine2Txt,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[USAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressForeign/AddressLine2,F9_06_PZ_RECPERSADDFL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,"Person who possesses the organization's books and records: foreign address, address line 2",[AddressForeign] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/TheBooksAreInCareOf/AddressUS/AddressLine2,F9_06_PZ_RECPERSADDL2,F9_06_DISCLOSURE_BOOKS_ADDR_L02,31,Person who possesses the organization's books and records: US address line 2,[AddressUS] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,StreetAddressType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/Country,F9_06_PZ_RECPERSADDFCTRY,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,CountryType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/CountryCd,F9_06_PZ_RECPERSADDFCTRY,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,CountryType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrState,F9_06_PZ_RECPERSADDFPRV,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, provice or state",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,TextType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrStateNm,F9_06_PZ_RECPERSADDFPRV,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, provice or state",[ForeignAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,TextType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/State,F9_06_PZ_RECPERSADDST,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: US address, state",[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StateType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress/StateAbbreviationCd,F9_06_PZ_RECPERSADDST,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: US address, state",[USAddress] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StateType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/Country,F9_06_PZ_RECPERSADDFCTRY,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, country",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,CountryType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressForeign/ProvinceOrState,F9_06_PZ_RECPERSADDFPRV,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, provice or state",[AddressForeign] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,TextType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TheBooksAreInCareOf/AddressUS/State,F9_06_PZ_RECPERSADDST,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: US address, state",[AddressUS] Part VI Section C Line 20,F990-PC-PART-06-SECTION-C-LINE-20,F990-PC,F990,PC,PART-06,Line 20,PZ,StateType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/Country,F9_06_PZ_RECPERSADDFCTRY,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,CountryType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2013v3.0;2013v3.1;2013v4.0,2013,F,T,,
/Return/ReturnData/IRS990EZ/BooksInCareOfDetail/ForeignAddress/CountryCd,F9_06_PZ_RECPERSADDFCTRY,F9_06_DISCLOSURE_BOOKS_ADDR_STATE,33,"Person who possesses the organization's books and records: foreign address, country",[ForeignAddress] Part V Line 42a,F990-EZ-PART-05-LINE-42A,F990-EZ,F990,EZ,PART-05,Line 42a,PZ,CountryType,text,ONE,F9-P06-T00-GOVERNANCE,FALSE,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
