xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,scope,part,line_number,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/RelatedOrganizationsAmt,F9_08_PC_RELORGSREV,F9_08_REV_CONTR_ORG_REL,23,Related organizations,[RelatedOrganizationsAmt] Part VIII Line 1d,F990-PC-PART-08-LINE-01D,F990-PC,PC,PART-08,Line 01d,USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/RelatedOrganizations,F9_08_PC_RELATEORGANI,F9_08_REV_CONTR_ORG_REL,23,Related organizations,,F990-PC-PART-08-LINE-01D,F990-PC,PC,PART-08,Line 01d,,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/AllOtherContributions,F9_08_PC_OTHERCONTRIBREV,F9_08_REV_CONTR_OTH,19,"All other contributions, gifts, grants, and similar amounts not included in above",[AllOtherContributions] Part VIII Line 1f,F990-PC-PART-08-LINE-01F,F990-PC,PC,PART-08,Line 01f,USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/AllOtherContributionsAmt,F9_08_PC_OTHERCONTRIBREV,F9_08_REV_CONTR_OTH,19,"All other contributions, gifts, grants, and similar amounts not included in above",[AllOtherContributionsAmt] Part VIII Line 1f,F990-PC-PART-08-LINE-01F,F990-PC,PC,PART-08,Line 01f,USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/AllOtherContributions,F9_08_PC_ALLOOTHECONT,F9_08_REV_CONTR_OTH,19,All other contributions; gifts; grants; and similar amounts not included in above,,F990-PC-PART-08-LINE-01F,F990-PC,PC,PART-08,Line 01f,,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/Form990PartVIII/TotalContributions,F9_08_PC_TOTALCCONTRI,F9_08_REV_CONTR_TOTAL_TOT,25,Total contributions,,F990-PC-PART-08-LINE-01H-COL-A,F990-PC,PC,PART-08,Line 01h Column (A),,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/TotalContributions,F9_08_PC_TOTALCONTRIB,F9_08_REV_CONTR_TOTAL_TOT,25,Total contributions,[TotalContributions] Part VIII Line 1h Column (A),F990-PC-PART-08-LINE-01H-COL-A,F990-PC,PC,PART-08,Line 01h Column (A),USAmountNNType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/TotalContributionsAmt,F9_08_PC_TOTALCONTRIB,F9_08_REV_CONTR_TOTAL_TOT,25,Total contributions,[TotalContributionsAmt] Part VIII Line 1h Column (A),F990-PC-PART-08-LINE-01H-COL-A,F990-PC,PC,PART-08,Line 01h Column (A),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/BusinessCode,F9_08_PC_OTREMIBUCOOD,F9_08_REV_MISC_BIZCODE,22,Other Revenue Misc - Business code,,F990-PC-PART-08-LINE-11-ABC-COL-BIZCODE,F990-PC,PC,PART-08,Line 11a-c Column Bizcode,,numeric,MANY,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/OtherRevenueMisc/BusinessCode,F9_08_PC_MISCREVBUSCODE,F9_08_REV_MISC_BIZCODE,22,Misc. Revenue Business Code,[OtherRevenueMisc] Part VIII Line 11a 11b 11c; [BusinessCode] Part VIII,F990-PC-PART-08-LINE-11-ABC-COL-BIZCODE,F990-PC,PC,PART-08,Line 11a-c Column Bizcode,StringType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/BusinessCd,F9_08_PC_MISCREVBUSCODE,F9_08_REV_MISC_BIZCODE,22,Misc. Revenue Business Code,[OtherRevenueMiscGrp] Part VIII Line 11a 11b 11c; [BusinessCd] Part VIII,F990-PC-PART-08-LINE-11-ABC-COL-BIZCODE,F990-PC,PC,PART-08,Line 11a-c Column Bizcode,StringType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/Description,F9_08_PC_OTHREVMISDES,F9_08_REV_MISC_DESC,19,Other Revenue Misc - Description,,F990-PC-PART-08-LINE-11-ABC,F990-PC,PC,PART-08,Line 11a-c,,text,MANY,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/OtherRevenueMisc/Description,F9_08_PC_MISCREVDESC,F9_08_REV_MISC_DESC,19,Misc. Revenue Description,[OtherRevenueMisc] Part VIII Line 11a 11b 11c,F990-PC-PART-08-LINE-11-ABC,F990-PC,PC,PART-08,Line 11a-c,LineExplanationType,text,MANY,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/Desc,F9_08_PC_MISCREVDESC,F9_08_REV_MISC_DESC,19,Misc. Revenue Description,[OtherRevenueMiscGrp] Part VIII Line 11a 11b 11c,F990-PC-PART-08-LINE-11-ABC,F990-PC,PC,PART-08,Line 11a-c,LineExplanationType,text,MANY,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/ExclusionAmount,F9_08_PC_OTREMIEXAMMO,F9_08_REV_MISC_EXC,18,Excluded by section 512; 513; or 514: amount,,F990-PC-PART-08-LINE-11-ABC-COL-D,F990-PC,PC,PART-08,Line 11a-c Column (D),,numeric,MANY,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/OtherRevenueMisc/ExclusionAmount,F9_08_PC_OTHMISCREVREVEXCL,F9_08_REV_MISC_EXC,18,All other misc. revenue - excluded,[OtherRevenueMisc] Part VIII Line 11a 11b 11c; [ExclusionAmount] Part VIII Column (D),F990-PC-PART-08-LINE-11-ABC-COL-D,F990-PC,PC,PART-08,Line 11a-c Column (D),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/ExclusionAmt,F9_08_PC_OTHMISCREVREVEXCL,F9_08_REV_MISC_EXC,18,All other misc. revenue - excluded,[OtherRevenueMiscGrp] Part VIII Line 11a 11b 11c; [ExclusionAmt] Part VIII Column (D),F990-PC-PART-08-LINE-11-ABC-COL-D,F990-PC,PC,PART-08,Line 11a-c Column (D),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/ExclusionAmount,F9_08_PC_MISREVEXCAMO,F9_08_REV_MISC_OTH_EXC,22,Excluded by section 512; 513; or 514: amount,,F990-PC-PART-08-LINE-11D-COL-D,F990-PC,PC,PART-08,Line 11d Column (D),,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/MiscellaneousRevenue/ExclusionAmount,F9_08_PC_MISCREVEXCLUDED,F9_08_REV_MISC_OTH_EXC,22,Misc. Revenue Excluded From Tax Under Sections 512-514,[MiscellaneousRevenue] Part VIII Line 11d; [ExclusionAmount] Part VIII Column (D),F990-PC-PART-08-LINE-11D-COL-D,F990-PC,PC,PART-08,Line 11d Column (D),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/MiscellaneousRevenueGrp/ExclusionAmt,F9_08_PC_MISCREVEXCLUDED,F9_08_REV_MISC_OTH_EXC,22,Misc. Revenue Excluded From Tax Under Sections 512-514,[MiscellaneousRevenueGrp] Part VIII Line 11d; [ExclusionAmt] Part VIII Column (D),F990-PC-PART-08-LINE-11D-COL-D,F990-PC,PC,PART-08,Line 11d Column (D),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/RelatedOrExemptFunctionIncome,F9_08_PC_MRROEFINCOME,F9_08_REV_MISC_OTH_REL,22,Related or exempt function revenue,,F990-PC-PART-08-LINE-11D-COL-B,F990-PC,PC,PART-08,Line 11d Column (B),,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/MiscellaneousRevenue/RelatedOrExemptFunctionIncome,F9_08_PC_MISCREVRELREV,F9_08_REV_MISC_OTH_REL,22,Misc. Revenue Related or Exempt Function Revenue,[MiscellaneousRevenue] Part VIII Line 11d; [RelatedOrExemptFunctionIncome] Part VIII Column (B),F990-PC-PART-08-LINE-11D-COL-B,F990-PC,PC,PART-08,Line 11d Column (B),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/MiscellaneousRevenueGrp/RelatedOrExemptFuncIncomeAmt,F9_08_PC_MISCREVRELREV,F9_08_REV_MISC_OTH_REL,22,Misc. Revenue Related or Exempt Function Revenue,[MiscellaneousRevenueGrp] Part VIII Line 11d; [RelatedOrExemptFuncIncomeAmt] Part VIII Column (B),F990-PC-PART-08-LINE-11D-COL-B,F990-PC,PC,PART-08,Line 11d Column (B),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/TotalRevenueColumn,F9_08_PC_MIRETORECOOL,F9_08_REV_MISC_OTH_TOT,22,Miscellaneous Revenue - Total revenue,,F990-PC-PART-08-LINE-11D-COL-A,F990-PC,PC,PART-08,Line 11d Column (A),,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/MiscellaneousRevenue/TotalRevenueColumn,F9_08_PC_MISCREVREVENUE,F9_08_REV_MISC_OTH_TOT,22,Misc. Revenue Total Revenue (Col A),[MiscellaneousRevenue] Part VIII Line 11d; [TotalRevenueColumn] Part VIII Column (A),F990-PC-PART-08-LINE-11D-COL-A,F990-PC,PC,PART-08,Line 11d Column (A),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/MiscellaneousRevenueGrp/TotalRevenueColumnAmt,F9_08_PC_MISCREVREVENUE,F9_08_REV_MISC_OTH_TOT,22,Misc. Revenue Total Revenue (Col A),[MiscellaneousRevenueGrp] Part VIII Line 11d; [TotalRevenueColumnAmt] Part VIII Column (A),F990-PC-PART-08-LINE-11D-COL-A,F990-PC,PC,PART-08,Line 11d Column (A),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/MiscellaneousRevenue/UnrelatedBusinessRevenue,F9_08_PC_MIREUNBUREEV,F9_08_REV_MISC_OTH_UNR,22,Unrelated business revenue,,F990-PC-PART-08-LINE-11D-COL-C,F990-PC,PC,PART-08,Line 11d Column (C),,numeric,ONE,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/MiscellaneousRevenue/UnrelatedBusinessRevenue,F9_08_PC_MISCREVUNREL,F9_08_REV_MISC_OTH_UNR,22,Misc. Revenue Unrelated Business Revenue,[MiscellaneousRevenue] Part VIII Line 11d; [UnrelatedBusinessRevenue] Part VIII Column (C),F990-PC-PART-08-LINE-11D-COL-C,F990-PC,PC,PART-08,Line 11d Column (C),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/MiscellaneousRevenueGrp/UnrelatedBusinessRevenueAmt,F9_08_PC_MISCREVUNREL,F9_08_REV_MISC_OTH_UNR,22,Misc. Revenue Unrelated Business Revenue,[MiscellaneousRevenueGrp] Part VIII Line 11d; [UnrelatedBusinessRevenueAmt] Part VIII Column (C),F990-PC-PART-08-LINE-11D-COL-C,F990-PC,PC,PART-08,Line 11d Column (C),USAmountType,numeric,ONE,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/RelatedOrExemptFunctionIncome,F9_08_PC_ORMROEFINCOM,F9_08_REV_MISC_REL,18,Related or exempt function revenue,,F990-PC-PART-08-LINE-11-ABC-COL-B,F990-PC,PC,PART-08,Line 11a-c Column (B),,numeric,MANY,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/OtherRevenueMisc/RelatedOrExemptFunctionIncome,F9_08_PC_OTHMISCREVRELREV,F9_08_REV_MISC_REL,18,All other misc. revenue - related,[OtherRevenueMisc] Part VIII Line 11a 11b 11c; [RelatedOrExemptFunctionIncome] Part VIII Column (B),F990-PC-PART-08-LINE-11-ABC-COL-B,F990-PC,PC,PART-08,Line 11a-c Column (B),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/RelatedOrExemptFuncIncomeAmt,F9_08_PC_OTHMISCREVRELREV,F9_08_REV_MISC_REL,18,All other misc. revenue - related,[OtherRevenueMiscGrp] Part VIII Line 11a 11b 11c; [RelatedOrExemptFuncIncomeAmt] Part VIII Column (B),F990-PC-PART-08-LINE-11-ABC-COL-B,F990-PC,PC,PART-08,Line 11a-c Column (B),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartVIII/OtherRevenueMisc/TotalRevenueColumn,F9_08_PC_OTREMITORECO,F9_08_REV_MISC_TOT,18,Other Revenue Misc - Total revenue,,F990-PC-PART-08-LINE-11-ABC-COL-A,F990-PC,PC,PART-08,Line 11a-c Column (A),,numeric,MANY,F9-P08-T00-REVENUE,,,,,,,
/Return/ReturnData/IRS990/OtherRevenueMisc/TotalRevenueColumn,F9_08_PC_OTHMISCREVTOTREV,F9_08_REV_MISC_TOT,18,All other misc. revenue,[OtherRevenueMisc] Part VIII Line 11a 11b 11c; [TotalRevenueColumn] Part VIII Column (A),F990-PC-PART-08-LINE-11-ABC-COL-A,F990-PC,PC,PART-08,Line 11a-c Column (A),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/OtherRevenueMiscGrp/TotalRevenueColumnAmt,F9_08_PC_OTHMISCREVTOTREV,F9_08_REV_MISC_TOT,18,All other misc. revenue,[OtherRevenueMiscGrp] Part VIII Line 11a 11b 11c; [TotalRevenueColumnAmt] Part VIII Column (A),F990-PC-PART-08-LINE-11-ABC-COL-A,F990-PC,PC,PART-08,Line 11a-c Column (A),USAmountType,numeric,MANY,F9-P08-T00-REVENUE,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
