xpath,variable_name,variable_name_new,nch,description,location_code_xsd,location_code,form,scope,part,line_number,data_type_xsd,data_type_simple,cardinality,rdb_table,required,versions,latest_version,duplicated,current_version,production_rule,validated
/Return/ReturnData/IRS990/CashNonInterestBearingGrp/EOYAmt,F9_10_PC_CASHNOINTRESTEOY,F9_10_ASSETS_CASH_EOY,21,"Cash, non-interest-bearing, end of year",[CashNonInterestBearingGrp] Part X Line 1; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-01-EOY,F990-PC,PC,PART-10,Line 01 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/CashNonInterestBearing/EOY,F9_10_PC_CNIBEOY,F9_10_ASSETS_CASH_EOY,21,Ending of year,,F990-PC-PART-10-LINE-01-EOY,F990-PC,PC,PART-10,Line 01 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/Form990PartX/PrepaidExpensesDeferredCharges/BOY,F9_10_PC_PEDCBOY,F9_10_ASSETS_EXP_PREPAID_BOY,28,Beginnning of year,,F990-PC-PART-10-LINE-09-BOY,F990-PC,PC,PART-10,Line 09 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/PrepaidExpensesDeferredCharges/BOY,F9_10_PC_PREPAYDEFERRBOY,F9_10_ASSETS_EXP_PREPAID_BOY,28,"Prepaid exenses and deferred charges, beginning of year",[PrepaidExpensesDeferredCharges] Part X Line 9; [BOY] Part X Column (A),F990-PC-PART-10-LINE-09-BOY,F990-PC,PC,PART-10,Line 09 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/PrepaidExpensesDefrdChargesGrp/BOYAmt,F9_10_PC_PREPAYDEFERRBOY,F9_10_ASSETS_EXP_PREPAID_BOY,28,"Prepaid exenses and deferred charges, beginning of year",[PrepaidExpensesDefrdChargesGrp] Part X Line 9; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-09-BOY,F990-PC,PC,PART-10,Line 09 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/PrepaidExpensesDeferredCharges/EOY,F9_10_PC_PEDCEOY,F9_10_ASSETS_EXP_PREPAID_EOY,28,Ending of year,,F990-PC-PART-10-LINE-09-EOY,F990-PC,PC,PART-10,Line 09 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/PrepaidExpensesDeferredCharges/EOY,F9_10_PC_PREPAYDEFERREOY,F9_10_ASSETS_EXP_PREPAID_EOY,28,"Prepaid exenses and deferred charges, end of year",[PrepaidExpensesDeferredCharges] Part X Line 9; [EOY] Part X Column (B),F990-PC-PART-10-LINE-09-EOY,F990-PC,PC,PART-10,Line 09 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/PrepaidExpensesDefrdChargesGrp/EOYAmt,F9_10_PC_PREPAYDEFERREOY,F9_10_ASSETS_EXP_PREPAID_EOY,28,"Prepaid exenses and deferred charges, end of year",[PrepaidExpensesDefrdChargesGrp] Part X Line 9; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-09-EOY,F990-PC,PC,PART-10,Line 09 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/IntangibleAssets/BOY,F9_10_PC_INASBOOYY,F9_10_ASSETS_INTANGIB_BOY,25,Beginnning of year,,F990-PC-PART-10-LINE-14-BOY,F990-PC,PC,PART-10,Line 14 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/IntangibleAssets/BOY,F9_10_PC_INTANGIBASSETBOY,F9_10_ASSETS_INTANGIB_BOY,25,"Intangible assets, beginning of year",[IntangibleAssets] Part X Line 14; [BOY] Part X Column (A),F990-PC-PART-10-LINE-14-BOY,F990-PC,PC,PART-10,Line 14 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/IntangibleAssetsGrp/BOYAmt,F9_10_PC_INTANGIBASSETBOY,F9_10_ASSETS_INTANGIB_BOY,25,"Intangible assets, beginning of year",[IntangibleAssetsGrp] Part X Line 14; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-14-BOY,F990-PC,PC,PART-10,Line 14 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/IntangibleAssets/EOY,F9_10_PC_INASEOOYY,F9_10_ASSETS_INTANGIB_EOY,25,Ending of year,,F990-PC-PART-10-LINE-14-EOY,F990-PC,PC,PART-10,Line 14 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/IntangibleAssets/EOY,F9_10_PC_INTANGIBASSETEOY,F9_10_ASSETS_INTANGIB_EOY,25,"Intangible assets, end of year",[IntangibleAssets] Part X Line 14; [EOY] Part X Column (B),F990-PC-PART-10-LINE-14-EOY,F990-PC,PC,PART-10,Line 14 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/IntangibleAssetsGrp/EOYAmt,F9_10_PC_INTANGIBASSETEOY,F9_10_ASSETS_INTANGIB_EOY,25,"Intangible assets, end of year",[IntangibleAssetsGrp] Part X Line 14; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-14-EOY,F990-PC,PC,PART-10,Line 14 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InventoriesForSaleOrUse/BOY,F9_10_PC_IFSUBOY,F9_10_ASSETS_INVENT_SALE_BOY,28,Beginnning of year,,F990-PC-PART-10-LINE-08-BOY,F990-PC,PC,PART-10,Line 08 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InventoriesForSaleOrUse/BOY,F9_10_PC_INVENTORYSALEBOY,F9_10_ASSETS_INVENT_SALE_BOY,28,"Inventories for sale or use, beginning of year",[InventoriesForSaleOrUse] Part X Line 8; [BOY] Part X Column (A),F990-PC-PART-10-LINE-08-BOY,F990-PC,PC,PART-10,Line 08 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InventoriesForSaleOrUseGrp/BOYAmt,F9_10_PC_INVENTORYSALEBOY,F9_10_ASSETS_INVENT_SALE_BOY,28,"Inventories for sale or use, beginning of year",[InventoriesForSaleOrUseGrp] Part X Line 8; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-08-BOY,F990-PC,PC,PART-10,Line 08 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InventoriesForSaleOrUse/EOY,F9_10_PC_IFSUEOY,F9_10_ASSETS_INVENT_SALE_EOY,28,Ending of year,,F990-PC-PART-10-LINE-08-EOY,F990-PC,PC,PART-10,Line 08 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InventoriesForSaleOrUse/EOY,F9_10_PC_INVENTORYSALEEOY,F9_10_ASSETS_INVENT_SALE_EOY,28,"Inventories for sale or use, end of year",[InventoriesForSaleOrUse] Part X Line 8; [EOY] Part X Column (B),F990-PC-PART-10-LINE-08-EOY,F990-PC,PC,PART-10,Line 08 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InventoriesForSaleOrUseGrp/EOYAmt,F9_10_PC_INVENTORYSALEEOY,F9_10_ASSETS_INVENT_SALE_EOY,28,"Inventories for sale or use, end of year",[InventoriesForSaleOrUseGrp] Part X Line 8; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-08-EOY,F990-PC,PC,PART-10,Line 08 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsOtherSecurities/BOY,F9_10_PC_INOTSEBOOYY,F9_10_ASSETS_INVEST_OTH_SEC_BOY,31,Beginnning of year,,F990-PC-PART-10-LINE-12-BOY,F990-PC,PC,PART-10,Line 12 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InvestmentsOtherSecurities/BOY,F9_10_PC_INVESTOTHERBOY,F9_10_ASSETS_INVEST_OTH_SEC_BOY,31,"Investments and other securities, beginning of year",[InvestmentsOtherSecurities] Part X Line 12; [BOY] Part X Column (A),F990-PC-PART-10-LINE-12-BOY,F990-PC,PC,PART-10,Line 12 BOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InvestmentsOtherSecuritiesGrp/BOYAmt,F9_10_PC_INVESTOTHERBOY,F9_10_ASSETS_INVEST_OTH_SEC_BOY,31,"Investments and other securities, beginning of year",[InvestmentsOtherSecuritiesGrp] Part X Line 12; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-12-BOY,F990-PC,PC,PART-10,Line 12 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsOtherSecurities/EOY,F9_10_PC_INOTSEEOOYY,F9_10_ASSETS_INVEST_OTH_SEC_EOY,31,Ending of year,,F990-PC-PART-10-LINE-12-EOY,F990-PC,PC,PART-10,Line 12 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InvestmentsOtherSecurities/EOY,F9_10_PC_INVESTOTHEREOY,F9_10_ASSETS_INVEST_OTH_SEC_EOY,31,"Investments and other securities, end of year",[InvestmentsOtherSecurities] Part X Line 12; [EOY] Part X Column (B),F990-PC-PART-10-LINE-12-EOY,F990-PC,PC,PART-10,Line 12 EOY,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InvestmentsOtherSecuritiesGrp/EOYAmt,F9_10_PC_INVESTOTHEREOY,F9_10_ASSETS_INVEST_OTH_SEC_EOY,31,"Investments and other securities, end of year",[InvestmentsOtherSecuritiesGrp] Part X Line 12; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-12-EOY,F990-PC,PC,PART-10,Line 12 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsProgramRelated/BOY,F9_10_PC_INPRREBOOYY,F9_10_ASSETS_INVEST_PROG_BOY,28,Beginnning of year,,F990-PC-PART-10-LINE-13-BOY,F990-PC,PC,PART-10,Line 13 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InvestmentsProgramRelated/BOY,F9_10_PC_INVESTPROGRAMBOY,F9_10_ASSETS_INVEST_PROG_BOY,28,"Investments, program-related, beginning of year",[InvestmentsProgramRelated] Part X Line 13; [BOY] Part X Column (A),F990-PC-PART-10-LINE-13-BOY,F990-PC,PC,PART-10,Line 13 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InvestmentsProgramRelatedGrp/BOYAmt,F9_10_PC_INVESTPROGRAMBOY,F9_10_ASSETS_INVEST_PROG_BOY,28,"Investments, program-related, beginning of year",[InvestmentsProgramRelatedGrp] Part X Line 13; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-13-BOY,F990-PC,PC,PART-10,Line 13 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsProgramRelated/EOY,F9_10_PC_INPRREEOOYY,F9_10_ASSETS_INVEST_PROG_EOY,28,Ending of year,,F990-PC-PART-10-LINE-13-EOY,F990-PC,PC,PART-10,Line 13 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InvestmentsProgramRelated/EOY,F9_10_PC_INVESTPROGRAMEOY,F9_10_ASSETS_INVEST_PROG_EOY,28,"Investments, program-related, end of year",[InvestmentsProgramRelated] Part X Line 13; [EOY] Part X Column (B),F990-PC-PART-10-LINE-13-EOY,F990-PC,PC,PART-10,Line 13 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/InvestmentsProgramRelatedGrp/EOYAmt,F9_10_PC_INVESTPROGRAMEOY,F9_10_ASSETS_INVEST_PROG_EOY,28,"Investments, program-related, end of year",[InvestmentsProgramRelatedGrp] Part X Line 13; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-13-EOY,F990-PC,PC,PART-10,Line 13 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InvestmentsPubTradedSecGrp/BOYAmt,F9_10_PC_INVESTTRADEDBOY,F9_10_ASSETS_INVEST_TRAD_SEC_BOY,32,"Investment, publicly traded securities, beginning of year",[InvestmentsPubTradedSecGrp] Part X Line 11; [BOYAmt] Part X Column (A),F990-PC-PART-10-LINE-11-BOY,F990-PC,PC,PART-10,Line 11 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InvestmentsPubTradedSecurities/BOY,F9_10_PC_INVESTTRADEDBOY,F9_10_ASSETS_INVEST_TRAD_SEC_BOY,32,"Investment, publicly traded securities, beginning of year",[InvestmentsPubTradedSecurities] Part X Line 11; [BOY] Part X Column (A),F990-PC-PART-10-LINE-11-BOY,F990-PC,PC,PART-10,Line 11 BOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsPubTradedSecurities/BOY,F9_10_PC_IPTSBOY,F9_10_ASSETS_INVEST_TRAD_SEC_BOY,32,Beginnning of year,,F990-PC-PART-10-LINE-11-BOY,F990-PC,PC,PART-10,Line 11 BOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/InvestmentsPubTradedSecGrp/EOYAmt,F9_10_PC_INVESTTRADEDEOY,F9_10_ASSETS_INVEST_TRAD_SEC_EOY,32,"Investment, publicly traded securities, end of year",[InvestmentsPubTradedSecGrp] Part X Line 11; [EOYAmt] Part X Column (B),F990-PC-PART-10-LINE-11-EOY,F990-PC,PC,PART-10,Line 11 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/InvestmentsPubTradedSecurities/EOY,F9_10_PC_INVESTTRADEDEOY,F9_10_ASSETS_INVEST_TRAD_SEC_EOY,32,"Investment, publicly traded securities, end of year",[InvestmentsPubTradedSecurities] Part X Line 11; [EOY] Part X Column (B),F990-PC-PART-10-LINE-11-EOY,F990-PC,PC,PART-10,Line 11 EOY,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
/Return/ReturnData/IRS990/Form990PartX/InvestmentsPubTradedSecurities/EOY,F9_10_PC_IPTSEOY,F9_10_ASSETS_INVEST_TRAD_SEC_EOY,32,Ending of year,,F990-PC-PART-10-LINE-11-EOY,F990-PC,PC,PART-10,Line 11 EOY,,numeric,ONE,F9-P10-T00-BALANCE-SHEET,,,,,,,
/Return/ReturnData/IRS990/LandBldgEquipCostOrOtherBssAmt,F9_10_PC_GROSSLANDBUILD,F9_10_ASSETS_LAND_BLDG,22,"Gross value including lands, buildings, and equipment",[LandBldgEquipCostOrOtherBssAmt] Part X Line 10a,F990-PC-PART-10-LINE-10A,F990-PC,PC,PART-10,Line 10a,USAmountType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,2016,F,T,,
/Return/ReturnData/IRS990/LandBuildingsEquipmentBasis,F9_10_PC_GROSSLANDBUILD,F9_10_ASSETS_LAND_BLDG,22,"Gross value including lands, buildings, and equipment",[LandBuildingsEquipmentBasis] Part X Line 10a,F990-PC-PART-10-LINE-10A,F990-PC,PC,PART-10,Line 10a,USAmountNNType,numeric,ONE,F9-P10-T00-BALANCE-SHEET,FALSE,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,2012,F,T,,
